# rawpaco: FPC RTL/FCL symbol table
# DO NOT EDIT BY HAND. Regenerate with: bash tools/gen_fpc_symbols.sh
# fpc-version: 3.2.2
# generated-from-target: x86_64-linux
# ppu-root: /usr/lib/x86_64-linux-gnu/fpc/3.2.2/units/x86_64-linux
# source-root: /usr/share/fpcsrc/3.2.2
#
# Format (tab separated):
#   U <unit> <strict|loose>   ... start of a unit block
#   G <name> <D|.> <message>  ... unit-level public symbol (D = deprecated)
#   M <name>                  ... other known name (class member, platform-only, ...)
U	system	loose
M	searchstring
M	sellength
M	selstart
M	set
M	shortstring
M	sizeint
M	sizeuint
M	source
M	spaces
M	src
M	ssize
M	str1
M	str2
M	strictness
M	string
M	strutils
M	substr
M	switch
M	switchchars
M	symb
M	sysutils
M	tbytes
M	treplaceflags
M	tstringdynarray
M	tsyscharset
M	type
M	types
M	unicodechar
M	unicodestring
M	unit
M	uses
M	value
M	var
M	w
M	widechar
M	widestring
M	wilds
M	word
M	worddelims
U	dateutils	strict
G	ApproxDaysPerMonth	.	
G	ApproxDaysPerYear	.	
G	CompareDate	.	
G	CompareDateTime	.	
G	CompareTime	.	
G	DateInRange	.	
G	DateOf	.	
G	DateTimeInRange	.	
G	DateTimeToDosDateTime	.	
G	DateTimeToJulianDate	.	
G	DateTimeToMac	.	
G	DateTimeToModifiedJulianDate	.	
G	DateTimeToUnix	.	
G	DateToISO8601	.	
G	DayFriday	.	
G	DayMonday	.	
G	DayOf	.	
G	DayOfTheMonth	.	
G	DayOfTheWeek	.	
G	DayOfTheYear	.	
G	DaySaturday	.	
G	DaySpan	.	
G	DaySunday	.	
G	DayThursday	.	
G	DayTuesday	.	
G	DayWednesday	.	
G	DaysBetween	.	
G	DaysInAMonth	.	
G	DaysInAYear	.	
G	DaysInMonth	.	
G	DaysInYear	.	
G	DaysPerWeek	.	
G	DaysPerYear	.	
G	DecodeDateDay	.	
G	DecodeDateMonthWeek	.	
G	DecodeDateTime	.	
G	DecodeDateWeek	.	
G	DecodeDayOfWeekInMonth	.	
G	DosDateTimeToDateTime	.	
G	EncodeDateDay	.	
G	EncodeDateMonthWeek	.	
G	EncodeDateTime	.	
G	EncodeDateWeek	.	
G	EncodeDayOfWeekInMonth	.	
G	EncodeTimeInterval	.	
G	EndOfADay	.	
G	EndOfAMonth	.	
G	EndOfAWeek	.	
G	EndOfAYear	.	
G	EndOfTheDay	.	
G	EndOfTheMonth	.	
G	EndOfTheWeek	.	
G	EndOfTheYear	.	
G	HourOf	.	
G	HourOfTheDay	.	
G	HourOfTheMonth	.	
G	HourOfTheWeek	.	
G	HourOfTheYear	.	
G	HourSpan	.	
G	HoursBetween	.	
G	ISO8601ToDate	.	
G	ISO8601ToDateDef	.	
G	IncDay	.	
G	IncHour	.	
G	IncMilliSecond	.	
G	IncMinute	.	
G	IncSecond	.	
G	IncWeek	.	
G	IncYear	.	
G	InvalidDateDayError	.	
G	InvalidDateMonthWeekError	.	
G	InvalidDateTimeError	.	
G	InvalidDateWeekError	.	
G	InvalidDayOfWeekInMonthError	.	
G	IsInLeapYear	.	
G	IsPM	.	
G	IsSameDay	.	
G	IsSameMonth	.	
G	IsToday	.	
G	IsValidDate	.	
G	IsValidDateDay	.	
G	IsValidDateMonthWeek	.	
G	IsValidDateTime	.	
G	IsValidDateWeek	.	
G	IsValidTime	.	
G	JulianDateToDateTime	.	
G	LocalTimeToUniversal	.	
G	MacTimeStampToUnix	.	
G	MacToDateTime	.	
G	MilliSecondOf	.	
G	MilliSecondOfTheDay	.	
G	MilliSecondOfTheHour	.	
G	MilliSecondOfTheMinute	.	
G	MilliSecondOfTheMonth	.	
G	MilliSecondOfTheSecond	.	
G	MilliSecondOfTheWeek	.	
G	MilliSecondOfTheYear	.	
G	MilliSecondSpan	.	
G	MilliSecondsBetween	.	
G	MinuteOf	.	
G	MinuteOfTheDay	.	
G	MinuteOfTheHour	.	
G	MinuteOfTheMonth	.	
G	MinuteOfTheWeek	.	
G	MinuteOfTheYear	.	
G	MinuteSpan	.	
G	MinutesBetween	.	
G	ModifiedJulianDateToDateTime	.	
G	MonthApril	.	
G	MonthAugust	.	
G	MonthDecember	.	
G	MonthFebruary	.	
G	MonthJanuary	.	
G	MonthJuly	.	
G	MonthJune	.	
G	MonthMarch	.	
G	MonthMay	.	
G	MonthNovember	.	
G	MonthOctober	.	
G	MonthOf	.	
G	MonthOfTheYear	.	
G	MonthSeptember	.	
G	MonthSpan	.	
G	MonthsBetween	.	
G	MonthsPerYear	.	
G	NthDayOfWeek	.	
G	OneHour	.	
G	OneMillisecond	.	
G	OneMinute	.	
G	OneSecond	.	
G	PeriodBetween	.	
G	PreviousDayOfWeek	.	
G	RecodeDate	.	
G	RecodeDateTime	.	
G	RecodeDay	.	
G	RecodeHour	.	
G	RecodeLeaveFieldAsIs	.	
G	RecodeMilliSecond	.	
G	RecodeMinute	.	
G	RecodeMonth	.	
G	RecodeSecond	.	
G	RecodeTime	.	
G	RecodeYear	.	
G	SameDate	.	
G	SameDateTime	.	
G	SameTime	.	
G	ScanDateTime	.	
G	SecondOf	.	
G	SecondOfTheDay	.	
G	SecondOfTheHour	.	
G	SecondOfTheMinute	.	
G	SecondOfTheMonth	.	
G	SecondOfTheWeek	.	
G	SecondOfTheYear	.	
G	SecondSpan	.	
G	SecondsBetween	.	
G	StartOfADay	.	
G	StartOfAMonth	.	
G	StartOfAWeek	.	
G	StartOfAYear	.	
G	StartOfTheDay	.	
G	StartOfTheMonth	.	
G	StartOfTheWeek	.	
G	StartOfTheYear	.	
G	TimeInRange	.	
G	TimeOf	.	
G	Today	.	
G	Tomorrow	.	
G	TryEncodeDateDay	.	
G	TryEncodeDateMonthWeek	.	
G	TryEncodeDateTime	.	
G	TryEncodeDateWeek	.	
G	TryEncodeDayOfWeekInMonth	.	
G	TryEncodeTimeInterval	.	
G	TryISO8601ToDate	.	
G	TryISOStrToDate	.	
G	TryISOStrToDateTime	.	
G	TryISOStrToTime	.	
G	TryISOTZStrToTZOffset	.	
G	TryJulianDateToDateTime	.	
G	TryModifiedJulianDateToDateTime	.	
G	TryRecodeDateTime	.	
G	UniversalTimeToLocal	.	
G	UnixTimeStampToMac	.	
G	UnixToDateTime	.	
G	WeekOf	.	
G	WeekOfTheMonth	.	
G	WeekOfTheYear	.	
G	WeekSpan	.	
G	WeeksBetween	.	
G	WeeksInAYear	.	
G	WeeksInYear	.	
G	WeeksPerFortnight	.	
G	WithinPastDays	.	
G	WithinPastHours	.	
G	WithinPastMilliSeconds	.	
G	WithinPastMinutes	.	
G	WithinPastMonths	.	
G	WithinPastSeconds	.	
G	WithinPastWeeks	.	
G	WithinPastYears	.	
G	YearOf	.	
G	YearSpan	.	
G	YearsBetween	.	
G	YearsPerCentury	.	
G	YearsPerDecade	.	
G	YearsPerMillennium	.	
G	Yesterday	.	
M	a
M	abasedate
M	abasis
M	adate
M	adatetime
M	aday
M	adayofweek
M	adayofyear
M	adays
M	adefault
M	aenddate
M	aenddatetime
M	aendtime
M	aexact
M	ahour
M	ahours
M	ainclusive
M	ainputisutc
M	amillisecond
M	amilliseconds
M	aminute
M	aminutes
M	amonth
M	amonths
M	anow
M	anthdayofweek
M	anumberofdays
M	anumberofhours
M	anumberofmilliseconds
M	anumberofminutes
M	anumberofseconds
M	anumberofweeks
M	anumberofyears
M	aresult
M	areturnutc
M	asecond
M	aseconds
M	astartdate
M	astartdatetime
M	astarttime
M	astring
M	athen
M	atime
M	avalue
M	aweekofmonth
M	aweekofyear
M	aweeks
M	ayear
M	ayears
M	b
M	datestring
M	dayofweek
M	days
M	fmt
M	hour
M	lt
M	millisecond
M	min
M	minute
M	months
M	msec
M	outdate
M	outdatetime
M	outtime
M	pattern
M	result
M	returnutc
M	s
M	sec
M	second
M	startpos
M	time
M	tz
M	tzoffset
M	ut
M	years
U	variants	strict
G	CFirstUserType	.	
G	CIncVarType	.	
G	CMaxNumberOfCustomVarTypes	.	
G	CMaxVarType	.	
G	CMinVarType	.	
G	ChangeAnyProc	.	
G	ClearAnyProc	.	
G	DynArrayFromVariant	.	
G	DynArrayToVariant	.	
G	EVariantArrayCreateError	.	
G	EVariantArrayLockedError	.	
G	EVariantBadIndexError	.	
G	EVariantBadVarTypeError	.	
G	EVariantDispatchError	.	
G	EVariantInvalidArgError	.	
G	EVariantInvalidNullOpError	.	
G	EVariantInvalidOpError	.	
G	EVariantNotAnArrayError	.	
G	EVariantNotImplError	.	
G	EVariantOutOfMemoryError	.	
G	EVariantOverflowError	.	
G	EVariantParamNotFoundError	.	
G	EVariantRangeCheckError	.	
G	EVariantTypeCastError	.	
G	EVariantUnexpectedError	.	
G	EmptyParam	.	
G	FindCustomVariantType	.	
G	FindVarData	.	
G	FloatVarTypes	.	
G	GetPropValue	.	
G	GetVariantProp	.	
G	HandleConversionException	.	
G	IVarInstanceReference	.	
G	IVarInvokeable	.	
G	InvalidCustomVariantType	.	
G	Null	.	
G	NullAsStringValue	.	
G	NullEqualityRule	.	
G	NullMagnitudeRule	.	
G	NullStrictConvert	.	
G	OleVariantInt64AsDouble	.	
G	OrdinalVarTypes	.	
G	PackVarCreation	.	
G	RefAnyProc	.	
G	SetClearVarToEmptyParam	.	
G	SetPropValue	.	
G	SetVariantProp	.	
G	TAnyProc	.	
G	TBooleanToStringRule	.	
G	TCustomVariantType	.	
G	TCustomVariantTypeClass	.	
G	TInvokeableVariantType	.	
G	TNullCompareRule	.	
G	TPublishableVariantType	.	
G	TVarCompareResult	.	
G	TVarDataArray	.	
G	TVarDispProc	.	
G	TVariantRelationship	.	
G	Unassigned	.	
G	VarArrayAsPSafeArray	.	
G	VarArrayCreate	.	
G	VarArrayCreateError	.	
G	VarArrayDimCount	.	
G	VarArrayHighBound	.	
G	VarArrayLock	.	
G	VarArrayLockedError	.	
G	VarArrayLowBound	.	
G	VarArrayOf	.	
G	VarArrayRef	.	
G	VarArrayUnlock	.	
G	VarAsError	.	
G	VarAsType	.	
G	VarBadIndexError	.	
G	VarBadTypeError	.	
G	VarCastError	.	
G	VarCastErrorOle	.	
G	VarCheckEmpty	.	
G	VarClear	.	
G	VarCompareValue	.	
G	VarCopyNoInd	.	
G	VarDispProc	.	
G	VarEnsureRange	.	
G	VarFromDateTime	.	
G	VarInRange	.	
G	VarInvalidArgError	.	
G	VarInvalidNullOp	.	
G	VarInvalidOp	.	
G	VarIsArray	.	
G	VarIsBool	.	
G	VarIsByRef	.	
G	VarIsClear	.	
G	VarIsCustom	.	
G	VarIsEmpty	.	
G	VarIsEmptyParam	.	
G	VarIsError	.	
G	VarIsFloat	.	
G	VarIsNull	.	
G	VarIsNumeric	.	
G	VarIsOrdinal	.	
G	VarIsStr	.	
G	VarIsType	.	
G	VarNotImplError	.	
G	VarOpAsText	.	
G	VarOutOfMemoryError	.	
G	VarOverflowError	.	
G	VarRangeCheckError	.	
G	VarResultCheck	.	
G	VarSameValue	.	
G	VarSupports	.	
G	VarToDateTime	.	
G	VarToStr	.	
G	VarToStrDef	.	
G	VarToUnicodeStr	.	
G	VarToUnicodeStrDef	.	
G	VarToWideStr	.	
G	VarToWideStrDef	.	
G	VarType	.	
G	VarTypeAsText	.	
G	VarTypeDeRef	.	
G	VarTypeIsValidArrayType	.	
G	VarTypeIsValidElementType	.	
G	VarUnexpectedError	.	
G	bsrAsIs	.	
G	bsrLower	.	
G	bsrUpper	.	
G	crEqual	.	
G	crGreaterThan	.	
G	crLessThan	.	
G	ncrError	.	
G	ncrLoose	.	
G	ncrStrict	.	
G	vrEqual	.	
G	vrGreaterThan	.	
G	vrLessThan	.	
G	vrNotEqual	.	
M	__debug_variants
M	_addref
M	_release
M	a
M	abstract
M	adefault
M	adesttype
M	aleft
M	amax
M	amin
M	aopcode
M	aresolvebyref
M	aresult
M	arguments
M	aright
M	array
M	asourcetype
M	atype
M	avalue
M	avartype
M	avartypes
M	b
M	binaryop
M	boolean
M	bounds
M	calldesc
M	cast
M	castto
M	casttoole
M	cdecl
M	cdeclstdcall
M	class
M	clear
M	compare
M	compareop
M	const
M	constrefconst
M	constructor
M	copy
M	create
M	customtype
M	customvarianttype
M	datetime
M	dest
M	destroy
M	destructor
M	dim
M	dims
M	dispinvoke
M	dofunction
M	doprocedure
M	dynarray
M	eff
M	end
M	evarianterror
M	exceptaddr
M	exceptobject
M	f
M	false
M	function
M	fvartype
M	getinstance
M	getproperty
M	hresult
M	iid
M	iinterface
M	indirect
M	inline
M	instance
M	interface
M	intf
M	isclear
M	left
M	leftpromotion
M	longint
M	message
M	name
M	obj
M	of
M	olepromotion
M	olevariant
M	operation
M	out
M	overload
M	override
M	params
M	pcalldesc
M	pointer
M	ppropinfo
M	preferstrings
M	private
M	procedure
M	property
M	propinfo
M	propname
M	protected
M	public
M	pvararray
M	pvararrayboundarray
M	pvardata
M	pvariant
M	queryinterface
M	raisecasterror
M	raisedisperror
M	raiseinvalidop
M	read
M	relationship
M	requestedvartype
M	requiredvartype
M	result
M	right
M	rightpromotion
M	rtlconsts
M	setproperty
M	simplisticclear
M	simplisticcopy
M	sizeint
M	source
M	string
M	sysconst
M	sysutils
M	tdatetime
M	tguid
M	tobject
M	true
M	tvardata
M	tvarop
M	tvartype
M	type
M	typeinfo
M	typename
M	typinfo
M	unaryop
M	unicodestring
M	unit
M	uses
M	v
M	value
M	values
M	var
M	varboolean
M	varbyte
M	varcurrency
M	vardatacast
M	vardatacastto
M	vardatacasttoolestr
M	vardataclear
M	vardatacopy
M	vardatacopynoind
M	vardatafromolestr
M	vardatafromstr
M	vardatainit
M	vardataisarray
M	vardataisbyref
M	vardataisemptyparam
M	vardataisfloat
M	vardataisnumeric
M	vardataisordinal
M	vardataisstr
M	vardatatostr
M	vardecimal
M	vardouble
M	variant
M	variants
M	varint64
M	varinteger
M	varlongword
M	varqword
M	varshortint
M	varsingle
M	varsmallint
M	varword
M	virtual
M	vt
M	widestring
U	varutils	strict
G	ARR_DISPATCH	.	
G	ARR_FIXEDSIZE	.	
G	ARR_NONE	.	
G	ARR_OLESTR	.	
G	ARR_UNKNOWN	.	
G	ARR_VARIANT	.	
G	CVarTypeToElementInfo	.	
G	DumpVariant	.	
G	SafeArrayAccessData	.	
G	SafeArrayAllocData	.	
G	SafeArrayAllocDescriptor	.	
G	SafeArrayCopy	.	
G	SafeArrayCopyData	.	
G	SafeArrayCreate	.	
G	SafeArrayDestroy	.	
G	SafeArrayDestroyData	.	
G	SafeArrayDestroyDescriptor	.	
G	SafeArrayGetDim	.	
G	SafeArrayGetElement	.	
G	SafeArrayGetElemsize	.	
G	SafeArrayGetLBound	.	
G	SafeArrayGetUBound	.	
G	SafeArrayLock	.	
G	SafeArrayPtrOfIndex	.	
G	SafeArrayPutElement	.	
G	SafeArrayRedim	.	
G	SafeArrayUnaccessData	.	
G	SafeArrayUnlock	.	
G	TVarTypeToElementInfo	.	
G	VAR_ARRAYISLOCKED	.	
G	VAR_BADINDEX	.	
G	VAR_BADVARTYPE	.	
G	VAR_EXCEPTION	.	
G	VAR_INVALIDARG	.	
G	VAR_LOCALE_USER_DEFAULT	.	
G	VAR_NOTIMPL	.	
G	VAR_OK	.	
G	VAR_OUTOFMEMORY	.	
G	VAR_OVERFLOW	.	
G	VAR_PARAMNOTFOUND	.	
G	VAR_TYPEMISMATCH	.	
G	VAR_UNEXPECTED	.	
G	VariantChangeTypeEx	.	
G	VariantClear	.	
G	VariantCopy	.	
G	VariantCopyInd	.	
G	VariantInit	.	
G	VariantToAnsiString	.	
G	VariantToBoolean	.	
G	VariantToByte	.	
G	VariantToCardinal	.	
G	VariantToCurrency	.	
G	VariantToDate	.	
G	VariantToDouble	.	
G	VariantToInt64	.	
G	VariantToLongint	.	
G	VariantToQWord	.	
G	VariantToShortString	.	
G	VariantToShortint	.	
G	VariantToSingle	.	
G	VariantToSmallInt	.	
G	VariantToWideString	.	
M	address
M	alcid
M	aname
M	bounds
M	const
M	data
M	dateout
M	dim
M	dimcount
M	double
M	dwflags
M	dword
M	end
M	external
M	f
M	flags
M	function
M	hresult
M	implementation
M	indices
M	integer
M	interface
M	lbound
M	lcid
M	longint
M	longword
M	newbound
M	oleaut
M	out
M	overload
M	pointer
M	polestr
M	ppvdata
M	procedure
M	psa
M	psaout
M	pvararray
M	pvararraycoorarray
M	size
M	stdcall
M	strin
M	sysutils
M	tdatetime
M	tvararraybound
M	tvararrayboundarray
M	tvardata
M	types
M	ubound
M	unit
M	uses
M	validbase
M	validelement
M	var
M	vardatefromstr
M	varg
M	vargdest
M	vargsrc
M	vartype
M	varutils
M	vsrc
M	word
U	convutils	strict
G	ConvFamilyToDescription	.	
G	ConvTypeToDescription	.	
G	ConvTypeToFamily	.	
G	Convert	.	
G	ConvertFrom	.	
G	DescriptionToConvFamily	.	
G	DescriptionToConvType	.	
G	EConversionError	.	
G	GetConvFamilies	.	
G	GetConvTypes	.	
G	RegisterConversionFamily	.	
G	RegisterConversionType	.	
G	TConvFamily	.	
G	TConvFamilyArray	.	
G	TConvType	.	
G	TConvTypeArray	.	
G	TConvTypeFactor	.	
G	TConvTypeInfo	.	
G	TConvTypeProcs	.	
G	TConvUtilFloat	.	
G	TConversionProc	.	
M	aconvfamily
M	adescription
M	afactor
M	afamilies
M	afamily
M	afrom
M	afromproc
M	atoproc
M	atype
M	atypes
M	avalue
M	create
M	exceptaddr
M	exceptobject
M	fam
M	fconvfamily
M	fconvtype
M	fdescription
M	ffactor
M	ffromproc
M	fromcommon
M	fromtype
M	fromtype1
M	fromtype2
M	ftoproc
M	measurement
M	message
M	obj
M	s
M	tocommon
M	totype
M	totype1
M	totype2
M	value
U	rtti	strict
G	CreateCallbackMethod	.	
G	CreateCallbackProc	.	
G	EInsufficientRtti	.	
G	EInvocationError	.	
G	ENonPublicType	.	
G	ERtti	.	
G	GetFunctionCallManager	.	
G	GetFunctionCallManagers	.	
G	IValueData	.	
G	Invoke	.	
G	IsManaged	.	
G	OpenArrayToDynArrayValue	.	
G	SErrCallConvNotSupported	.	
G	SErrCallbackHandlerNil	.	
G	SErrCallbackNotImplemented	.	
G	SErrInvokeFailed	.	
G	SErrInvokeNotImplemented	.	
G	SErrInvokeResultTypeNoValue	.	
G	SErrMethodImplCreateFailed	.	
G	SErrMissingSelfParam	.	
G	SErrTypeKindNotSupported	.	
G	SetFunctionCallManager	.	
G	SetFunctionCallManagers	.	
G	TCallConvSet	.	
G	TDispatchKind	.	
G	TFunctionCallCallback	.	
G	TFunctionCallFlag	.	
G	TFunctionCallFlags	.	
G	TFunctionCallManager	.	
G	TFunctionCallManagerArray	.	
G	TFunctionCallMethod	.	
G	TFunctionCallParameter	.	
G	TFunctionCallParameterArray	.	
G	TFunctionCallParameterInfo	.	
G	TFunctionCallProc	.	
G	TInterfaceType	.	
G	TMemberVisibility	.	
G	TMethodImplementation	.	
G	TMethodImplementationCallbackMethod	.	
G	TMethodImplementationCallbackProc	.	
G	TRttiContext	.	
G	TRttiFloatType	.	
G	TRttiInstanceType	.	
G	TRttiInt64Type	.	
G	TRttiInterfaceType	.	
G	TRttiInvokableType	.	
G	TRttiMember	.	
G	TRttiMethod	.	
G	TRttiMethodType	.	
G	TRttiNamedObject	.	
G	TRttiObject	.	
G	TRttiOrdinalType	.	
G	TRttiParameter	.	
G	TRttiPointerType	.	
G	TRttiProcedureType	.	
G	TRttiProperty	.	
G	TRttiStringKind	.	
G	TRttiStringType	.	
G	TRttiStructuredType	.	
G	TRttiType	.	
G	TValue	.	
G	TValueArray	.	
G	TValueData	.	
G	TVirtualInterface	.	
G	TVirtualInterfaceInvokeEvent	.	
G	dkDynamic	.	
G	dkInterface	.	
G	dkMessage	.	
G	dkMessageString	.	
G	dkStatic	.	
G	dkVtable	.	
G	fcfStatic	.	
G	itRaw	.	
G	itRefCounted	.	
G	mvPrivate	.	
G	mvProtected	.	
G	mvPublic	.	
G	mvPublished	.	
G	skAnsiString	.	
G	skShortString	.	
G	skUnicodeString	.	
G	skWideString	.	
M	aargs
M	aarray
M	abstract
M	abuffer
M	acallable
M	acallback
M	acallconv
M	acallconvs
M	acc
M	aclass
M	acodeaddress
M	acontext
M	addobject
M	aflags
M	afunccallmgr
M	afunccallmgrs
M	ahandle
M	ahandler
M	aiid
M	aindex
M	ainstance
M	ainvokable
M	ainvokeevent
M	aisconstructor
M	aisstatic
M	alength
M	amethod
M	aname
M	ansichar
M	ansistring
M	aobj
M	aobject
M	aoldfunccallmgr
M	aoldfunccallmgrs
M	aparent
M	apiid
M	aprocormeth
M	apropinfo
M	aresult
M	aresulttype
M	args
M	array
M	asansichar
M	asansistring
M	asboolean
M	aschar
M	asclass
M	ascurrency
M	asextended
M	asinstance
M	asint64
M	asinteger
M	asinterface
M	asobject
M	asordinal
M	asstring
M	asuint64
M	asunicodestring
M	aswidechar
M	atypeinfo
M	auserdata
M	avalue
M	awithhidden
M	basetype
M	boolean
M	byte
M	callingconvention
M	case
M	cdeclstdcall
M	char
M	class
M	classes
M	codeaddress
M	codepointer
M	comp
M	const
M	constref
M	constructor
M	create
M	createimplementation
M	currency
M	datasize
M	declaringunitname
M	destroy
M	destructor
M	dispatchkind
M	double
M	empty
M	end
M	exceptaddr
M	exception
M	exceptobject
M	experimental
M	extended
M	extractrawdata
M	extractrawdatanocopy
M	farglen
M	fargs
M	farrlength
M	fasclass
M	fascomp
M	fascurr
M	fasdouble
M	fasextended
M	fasmethod
M	fasobject
M	faspointer
M	fassbyte
M	fassingle
M	fassint64
M	fasslong
M	fassword
M	fasubyte
M	fasuint64
M	fasulong
M	fasuword
M	fcallbackmethod
M	fcallbackproc
M	fcallconv
M	fcc
M	fcontext
M	fcontexttoken
M	fdata
M	fdeclaredmethods
M	felsize
M	fflags
M	fguid
M	fimpls
M	flags
M	floattype
M	flowlevelcallback
M	fmethods
M	foninvoke
M	fparams
M	fparamsall
M	fparent
M	fproperties
M	fpropertiesresolved
M	fpropinfo
M	free
M	frefargs
M	fresult
M	freturntype
M	from
M	fromopenarray
M	fromordinal
M	fstring
M	fthunks
M	ftypedata
M	ftypeinfo
M	function
M	fvaluedata
M	fvmt
M	generic
M	getarrayelement
M	getarraylength
M	getasinstance
M	getbasetype
M	getbyhandle
M	getcallingconvention
M	getcodeaddress
M	getdatasize
M	getdeclaredmethods
M	getdeclaringunitname
M	getdispatchkind
M	getflags
M	getfloattype
M	getguid
M	getguidstr
M	gethandle
M	gethasextendedinfo
M	getintfbasetype
M	getintfflags
M	getintftype
M	getisclassmethod
M	getisconstructor
M	getisdestructor
M	getisempty
M	getisinstance
M	getismanaged
M	getisordinal
M	getisreadable
M	getisrecord
M	getisset
M	getisstatic
M	getiswritable
M	getmaxvalue
M	getmetaclasstype
M	getmethod
M	getmethodkind
M	getmethods
M	getminvalue
M	getname
M	getordtype
M	getparameters
M	getparamtype
M	getproperties
M	getproperty
M	getpropertytype
M	getreferencetorawdata
M	getreferredtype
M	getreturntype
M	getstringkind
M	gettype
M	gettypedataprop
M	gettypeinfo
M	gettypekind
M	gettypesize
M	getunsigned
M	getvalue
M	getvirtualindex
M	getvisibility
M	guid
M	guidstr
M	handle
M	handlecallback
M	handleusercallback
M	hasextendedinfo
M	iid
M	iinterface
M	info
M	initargs
M	inline
M	instance
M	int64
M	integer
M	interface
M	intfflags
M	intfmethodcount
M	intftype
M	isarray
M	isclass
M	isclassmethod
M	isconstructor
M	isdestructor
M	isempty
M	isinstance
M	isobject
M	isopenarray
M	isordinal
M	isreadable
M	isrecord
M	isset
M	isstatic
M	istype
M	iswritable
M	iunknown
M	kind
M	longint
M	longword
M	make
M	makeopenarray
M	maxvalue
M	message
M	metaclasstype
M	methodkind
M	methodtable
M	minvalue
M	name
M	obj
M	object
M	of
M	oninvoke
M	operator
M	ordtype
M	out
M	override
M	paralocs
M	paramflags
M	paramtype
M	parent
M	pcodepointer
M	pintfmethodtable
M	pointer
M	pparameterlocations
M	ppropinfo
M	private
M	procedure
M	property
M	propertytype
M	protected
M	ptypedata
M	ptypeinfo
M	public
M	queryinterface
M	qword
M	read
M	record
M	referredtype
M	resourcestring
M	result
M	resulttype
M	resultvalue
M	returntype
M	rtti
M	set
M	setarrayelement
M	setvalue
M	shortint
M	single
M	sizeint
M	smallint
M	specialize
M	static
M	string
M	stringkind
M	sysutils
M	t
M	tarray
M	tcallbackmethod
M	tcallbackproc
M	tcallconv
M	tclass
M	td
M	tfloattype
M	tguid
M	tinterfacedobject
M	tintfflags
M	tmethod
M	tmethodkind
M	tobject
M	tordtype
M	tostring
M	tparamflags
M	tryasordinal
M	ttypekind
M	type
M	typedata
M	typeinfo
M	typekind
M	typesize
M	typinfo
M	unicodestring
M	unit
M	unsigned
M	uses
M	valueref
M	valuesize
M	virtual
M	virtualindex
M	visibility
M	widechar
M	word
M	write
U	fmtbcd	strict
G	BCDAdd	.	
G	BCDCompare	.	
G	BCDDivide	.	
G	BCDMultiply	.	
G	BCDNegate	.	
G	BCDPrecision	.	
G	BCDScale	.	
G	BCDSubtract	.	
G	BCDToCurr	.	
G	BCDToDouble	.	
G	BCDToInteger	.	
G	BCDToStr	.	
G	BCDToStrF	.	
G	CurrToBCD	.	
G	DefaultFmtBCDScale	.	
G	DoubleToBCD	.	
G	FmtBCDStringtype	.	
G	FormatBCD	.	
G	IntegerToBCD	.	
G	IsBCDNegative	.	
G	MaxBCDPrecision	.	
G	MaxBCDScale	.	
G	MaxFmtBCDDigits	.	
G	MaxFmtBCDFractionSize	.	
G	MaxStringDigits	.	
G	NormalizeBCD	.	
G	StrToBCD	.	
G	TryStrToBCD	.	
G	VarFmtBCD	.	
G	VarFmtBCDCreate	.	
G	VarIsFmtBCD	.	
G	VarToBCD	.	
G	_DefaultDecimals	.	
G	_NoDecimal	.	
G	__get_null	.	
G	__get_one	.	
G	__get_zero	.	
G	eBCDException	.	
G	eBCDNotImplementedException	.	
G	eBCDOverflowException	.	
G	pBCD	.	
G	tBCD	.	
M	__hi_bh
M	__hi_bhb
M	__high_fraction
M	__lo_bh
M	__lo_bhb
M	__low_fraction
M	_endselect
M	_select
M	_then
M	_when
M	_whenother
M	abcd
M	abs
M	absolute
M	add
M	adddecimaldigits
M	addthousandseparators
M	adest
M	adig
M	afmt
M	and
M	ansistring
M	array
M	assigned
M	avalue
M	avartype
M	bcd
M	bcd1
M	bcd2
M	bcdin
M	bcdin1
M	bcdin2
M	bcdmaxdigits
M	bcdout
M	bcdstr
M	bcdtocomp
M	begin
M	bh
M	bh1
M	bh2
M	bhb
M	bhr
M	bhrr
M	binaryop
M	boolean
M	break
M	buf
M	byte
M	c
M	case
M	cast
M	castto
M	cc
M	ch
M	char
M	chr
M	class
M	classes
M	clear
M	cmp
M	cmpres
M	comp
M	compare
M	compareop
M	compin
M	comptobcd
M	const
M	constructor
M	copy
M	create
M	crequal
M	crgreaterthan
M	crlessthan
M	curr
M	currency
M	currencyformat
M	currencystring
M	currin
M	d
M	d1
M	d2
M	dd
M	dec
M	decimals
M	decimalseparator
M	defaultformatsettings
M	delete
M	dest
M	digds
M	digits
M	direct
M	div
M	dividend
M	divisor
M	do
M	doround
M	double
M	doublein
M	downto
M	ds
M	dumpbcd
M	dumpbh
M	e
M	else
M	end
M	erangeerror
M	errp
M	exceptaddr
M	exception
M	exceptobject
M	exit
M	exitloop
M	exp
M	extended
M	f
M	f0
M	f1
M	f2
M	false
M	fbcd
M	fdig
M	fdset
M	ff
M	ffcurrency
M	ffexponent
M	fffffffffffffff
M	fffixed
M	ffgeneral
M	ffnumber
M	fillchar
M	finalization
M	flipflop
M	fmt1dig
M	fmtbcd
M	fmtbcdfactory
M	fmtds
M	fmtend
M	fmtstart
M	for
M	format
M	formatsettings
M	fp
M	fra
M	fraction
M	freeandnil
M	ft
M	function
M	getinstance
M	hasds
M	hasts
