# rawpaco: FPC RTL/FCL symbol table
# DO NOT EDIT BY HAND. Regenerate with: bash tools/gen_fpc_symbols.sh
# fpc-version: 3.2.2
# generated-from-target: x86_64-linux
# ppu-root: /usr/lib/x86_64-linux-gnu/fpc/3.2.2/units/x86_64-linux
# source-root: /usr/share/fpcsrc/3.2.2
#
# Format (tab separated):
#   U <unit> <strict|loose>   ... start of a unit block
#   G <name> <D|.> <message>  ... unit-level public symbol (D = deprecated)
#   M <name>                  ... other known name (class member, platform-only, ...)
U	system	loose
M	kurtosis
M	longint
M	low
M	m1
M	m2
M	m3
M	m4
M	mantissa
M	mask
M	math
M	maxcomp
M	maxfloat128
M	maxfloattype
M	message
M	mincomp
M	minfloat128
M	mod
M	n
M	nperiods
M	obj
M	objpas
M	of
M	operator
M	out
M	overload
M	p
M	pdouble
M	pextended
M	pint64
M	precision
M	procedure
M	psingle
M	qword
M	rad
M	raisepending
M	remainder
M	result
M	roundmode
M	single
M	sinus
M	skew
M	smallint
M	system
M	sysutils
M	t
M	theta
M	true
M	type
M	unit
M	uses
M	val
M	var
M	word
M	x
M	y
U	types	strict
G	ArgList	.	
G	Bounds	.	
G	CenterPoint	.	
G	DWORD	.	
G	E_FAIL	.	
G	E_INVALIDARG	.	
G	EqualRect	.	
G	FILETIME	.	
G	FromBeginning	.	
G	FromEnd	.	
G	GUID_NULL	.	
G	IClassFactory	.	
G	ISequentialStream	.	
G	IStream	.	
G	InflateRect	.	
G	IntersectRect	.	
G	IsRectEmpty	.	
G	LARGE_INT	.	
G	LARGE_UINT	.	
G	LOCK_EXCLUSIVE	.	
G	LOCK_ONLYONCE	.	
G	LOCK_WRITE	.	
G	LargeUint	.	
G	Largeint	.	
G	OffsetRect	.	
G	PByte	.	
G	PCLSID	.	
G	PDWord	.	
G	PDisplay	.	
G	PDouble	.	
G	PEvent	.	
G	PFileTime	.	
G	PLargeInt	.	
G	PLargeuInt	.	
G	PLongint	.	
G	POleStr	.	
G	PPOleStr	.	
G	PPoint	.	
G	PRect	.	
G	PSize	.	
G	PSmallInt	.	
G	PSmallPoint	.	
G	PStatStg	.	
G	PXrmOptionDescRec	.	
G	Point	.	
G	PtInRect	.	
G	Rect	.	
G	Region	.	
G	STATFLAG_DEFAULT	.	
G	STATFLAG_NONAME	.	
G	STATFLAG_NOOPEN	.	
G	STATSTG	.	
G	STGTY_LOCKBYTES	.	
G	STGTY_PROPERTY	.	
G	STGTY_STORAGE	.	
G	STGTY_STREAM	.	
G	STG_E_ABNORMALAPIEXIT	.	
G	STG_E_ACCESSDENIED	.	
G	STG_E_BADBASEADDRESS	.	
G	STG_E_CANTSAVE	.	
G	STG_E_DISKISWRITEPROTECTED	.	
G	STG_E_DOCFILECORRUPT	.	
G	STG_E_EXTANTMARSHALLINGS	.	
G	STG_E_FILEALREADYEXISTS	.	
G	STG_E_FILENOTFOUND	.	
G	STG_E_INCOMPLETE	.	
G	STG_E_INSUFFICIENTMEMORY	.	
G	STG_E_INUSE	.	
G	STG_E_INVALIDFLAG	.	
G	STG_E_INVALIDFUNCTION	.	
G	STG_E_INVALIDHANDLE	.	
G	STG_E_INVALIDHEADER	.	
G	STG_E_INVALIDNAME	.	
G	STG_E_INVALIDPARAMETER	.	
G	STG_E_INVALIDPOINTER	.	
G	STG_E_LOCKVIOLATION	.	
G	STG_E_MEDIUMFULL	.	
G	STG_E_NOMOREFILES	.	
G	STG_E_NOTCURRENT	.	
G	STG_E_OLDDLL	.	
G	STG_E_OLDFORMAT	.	
G	STG_E_PATHNOTFOUND	.	
G	STG_E_PROPSETMISMATCHED	.	
G	STG_E_READFAULT	.	
G	STG_E_REVERTED	.	
G	STG_E_SEEKERROR	.	
G	STG_E_SHAREREQUIRED	.	
G	STG_E_SHAREVIOLATION	.	
G	STG_E_TERMINATED	.	
G	STG_E_TOOMANYOPENFILES	.	
G	STG_E_UNIMPLEMENTEDFUNCTION	.	
G	STG_E_UNKNOWN	.	
G	STG_E_WRITEFAULT	.	
G	STG_S_BLOCK	.	
G	STG_S_CONVERTED	.	
G	STG_S_MONITORING	.	
G	STG_S_RETRYNOW	.	
G	STREAM_SEEK_CUR	.	
G	STREAM_SEEK_END	.	
G	STREAM_SEEK_SET	.	
G	Size	.	
G	TArray4IntegerType	.	
G	TBitConverter	.	
G	TBooleanDynArray	.	
G	TByteDynArray	.	
G	TCLSID	.	
G	TCardinalDynArray	.	
G	TCompDynArray	.	
G	TCurrencyArray	.	
G	TDirection	.	
G	TDoubleDynArray	.	
G	TDuplicates	.	
G	TEndian	.	
G	TExtendedDynArray	.	
G	TFileTime	.	
G	TInt64DynArray	.	
G	TIntegerDynArray	.	
G	TListCallback	.	
G	TListStaticCallback	.	
G	TLongWordDynArray	.	
G	TObjectDynArray	.	
G	TOleChar	.	
G	TPoint	.	
G	TPointF	.	
G	TPointerDynArray	.	
G	TQWordDynArray	.	
G	TRect	.	
G	TRectF	.	
G	TShortIntDynArray	.	
G	TSingleDynArray	.	
G	TSize	.	
G	TSmallIntDynArray	.	
G	TSmallPoint	.	
G	TSplitRectType	.	
G	TStatStg	.	
G	TStringDynArray	.	
G	TValueRelationship	.	
G	TWideStringDynArray	.	
G	TWordDynArray	.	
G	TXrmOptionDescRec	.	
G	TagPoint	D	
G	TagSize	D	
G	UnionRect	.	
G	Widget	.	
G	WidgetClass	.	
G	XrmOptionDescRec	.	
G	_FILETIME	.	
G	dupAccept	.	
G	dupError	.	
G	dupIgnore	.	
G	srBottom	.	
G	srLeft	.	
G	srRight	.	
G	srTop	.	
G	tagSTATSTG	.	
M	abottom
M	acenter
M	add
M	adestination
M	afactor
M	aheight
M	aleft
M	ansistring
M	aoffset
M	apt
M	apt1
M	apt2
M	aradius
M	arect
M	arg
M	aright
M	array
M	asize
M	asource
M	aspt
M	asrcvalue
M	asz
M	asz1
M	asz2
M	atime
M	atop
M	avalue
M	awidth
M	ax
M	ay
M	boolean
M	bottom
M	bottomright
M	byte
M	cardinal
M	case
M	cb
M	cbread
M	cbsize
M	cbwritten
M	ceiling
M	class
M	clone
M	clsid
M	commit
M	comp
M	const
M	contains
M	copyto
M	create
M	createinstance
M	ctime
M	currency
M	cx
M	cy
M	d
M	data
M	db
M	deprecated
M	distance
M	dl
M	dlibmove
M	dotproduct
M	double
M	dp
M	dr
M	dt
M	dwhighdatetime
M	dwlocktype
M	dwlowdatetime
M	dworigin
M	dwtype
M	dx
M	dy
M	e
M	empty
M	end
M	exceptaddr
M	exceptobject
M	extended
M	f0
M	fa
M	fb
M	fc
M	fd
M	fe
M	ff
M	flock
M	floor
M	from
M	function
M	generic
M	getheight
M	getlocation
M	getsize
M	getwidth
M	grfcommitflags
M	grflockssupported
M	grfmode
M	grfstatebits
M	grfstatflag
M	height
M	hresult
M	iid
M	inflate
M	inline
M	int64
M	integer
M	interface
M	intersect
M	intersectswith
M	into
M	isempty
M	iszero
M	iunknown
M	l
M	left
M	length
M	libnewposition
M	libnewsize
M	liboffset
M	lockregion
M	lockserver
M	longbool
M	longint
M	longword
M	message
M	mtime
M	normalize
M	normalizerect
M	obj
M	object
M	objpas
M	of
M	offset
M	operator
M	origin
M	out
M	overload
M	p
M	p1
M	p2
M	packed
M	pcbread
M	pcbwritten
M	percent
M	pguid
M	pointer
M	pointincircle
M	points
M	private
M	procedure
M	property
M	pt
M	public
M	pv
M	pwcsname
M	pwidechar
M	qword
M	r
M	r1
M	r2
M	read
M	record
M	reserved
M	result
M	revert
M	right
M	riid
M	round
M	rt_rcdata
M	scale
M	seek
M	setheight
M	setlocation
M	setsize
M	setwidth
M	shortint
M	single
M	smallint
M	splitrect
M	splittype
M	stat
M	static
M	stdcall
M	stm
M	subtract
M	system
M	t
M	tguid
M	tobject
M	top
M	topleft
M	truncate
M	type
M	types
M	union
M	unit
M	unkouter
M	unlockregion
M	unsafefrom
M	unsafeinto
M	uses
M	var
M	vector
M	vobject
M	widechar
M	widestring
M	width
M	windows
M	wintypes
M	word
M	write
M	x
M	y
M	zero
U	typinfo	strict
G	AddEnumElementAliases	.	
G	AlignPTypeInfo	.	
G	AlignTParamFlags	.	
G	AlignTypeData	.	
G	BooleanIdents	.	
G	DerefTypeInfoPtr	.	
G	DotSep	.	
G	EPropertyConvertError	.	
G	EPropertyError	.	
G	FindPropInfo	.	
G	GetDynArrayProp	.	
G	GetEnumName	.	
G	GetEnumNameCount	.	
G	GetEnumProp	.	
G	GetEnumValue	.	
G	GetEnumeratedAliasValue	.	
G	GetFloatProp	.	
G	GetInt64Prop	.	
G	GetInterfaceProp	.	
G	GetMethodProp	.	
G	GetObjectProp	.	
G	GetObjectPropClass	.	
G	GetOrdProp	.	
G	GetPropInfo	.	
G	GetPropInfos	.	
G	GetPropList	.	
G	GetPropValue	.	
G	GetRawInterfaceProp	.	
G	GetRawbyteStrProp	.	
G	GetSetProp	.	
G	GetStrProp	.	
G	GetTypeData	.	
G	GetUnicodeStrProp	.	
G	GetVariantProp	.	
G	GetWideStrProp	.	
G	IsPublishedProp	.	
G	IsReadableProp	.	
G	IsStoredProp	.	
G	IsWriteableProp	.	
G	OnGetPropValue	.	
G	OnGetVariantprop	.	
G	OnSetPropValue	.	
G	OnSetVariantprop	.	
G	PClassData	.	
G	PInitManagedField	.	
G	PInterfaceData	.	
G	PInterfaceRawData	.	
G	PIntfMethodEntry	.	
G	PIntfMethodTable	.	
G	PManagedField	.	
G	PPTypeInfo	.	
G	PParameterLocation	.	
G	PParameterLocations	.	
G	PProcedureParam	.	
G	PPropData	.	
G	PPropInfo	.	
G	PPropList	.	
G	PRecInitData	.	
G	PRecOpOffsetTable	.	
G	PTypeData	.	
G	PTypeInfo	.	
G	PVmtFieldClassTab	.	
G	PVmtFieldEntry	.	
G	PVmtFieldTable	.	
G	PVmtMethodEntry	.	
G	PVmtMethodParam	.	
G	PVmtMethodTable	.	
G	PropIsType	.	
G	PropType	.	
G	RemoveEnumElementAliases	.	
G	SetDynArrayProp	.	
G	SetEnumProp	.	
G	SetFloatProp	.	
G	SetInt64Prop	.	
G	SetInterfaceProp	.	
G	SetMethodProp	.	
G	SetObjectProp	.	
G	SetOrdProp	.	
G	SetPropValue	.	
G	SetRawByteStrProp	.	
G	SetRawInterfaceProp	.	
G	SetSetProp	.	
G	SetStrProp	.	
G	SetToString	.	
G	SetUnicodeStrProp	.	
G	SetVariantProp	.	
G	SetWideStrProp	.	
G	ShortStringBase	.	
G	StringToSet	.	
G	TArrayTypeData	.	
G	TCallConv	.	
G	TClassData	.	
G	TFloatType	.	
G	TGetPropValue	.	
G	TGetVariantProp	.	
G	TInitManagedField	.	
G	TInterfaceData	.	
G	TInterfaceRawData	.	
G	TIntfFlag	.	
G	TIntfFlags	.	
G	TIntfFlagsBase	.	
G	TIntfMethodEntry	.	
G	TIntfMethodTable	.	
G	TManagedField	.	
G	TMethodKind	.	
G	TOrdType	.	
G	TParamFlag	.	
G	TParamFlags	.	
G	TParameterLocation	.	
G	TParameterLocations	.	
G	TProcInfoProc	.	
G	TProcedureParam	.	
G	TProcedureSignature	.	
G	TPropData	.	
G	TPropInfo	.	
G	TPropList	.	
G	TRecInitData	.	
G	TRecOpOffsetEntry	.	
G	TRecOpOffsetTable	.	
G	TRegisterType	.	
G	TSetPropValue	.	
G	TSetVariantProp	.	
G	TSubRegister	.	
G	TTypeData	.	
G	TTypeInfo	.	
G	TTypeKind	.	
G	TTypeKinds	.	
G	TVmtFieldClassTab	.	
G	TVmtFieldEntry	.	
G	TVmtFieldTable	.	
G	TVmtMethodEntry	.	
G	TVmtMethodParam	.	
G	TVmtMethodTable	.	
G	ccCdecl	.	
G	ccCppdecl	.	
G	ccFar16	.	
G	ccInternProc	.	
G	ccMWPascal	.	
G	ccOldFPCCall	.	
G	ccPascal	.	
G	ccReg	.	
G	ccSafeCall	.	
G	ccSoftFloat	.	
G	ccStdCall	.	
G	ccSysCall	.	
G	ftComp	.	
G	ftCurr	.	
G	ftDouble	.	
G	ftExtended	.	
G	ftSingle	.	
G	ifDispInterface	.	
G	ifDispatch	.	
G	ifHasGuid	.	
G	ifHasStrGUID	.	
G	mkClassConstructor	.	
G	mkClassDestructor	.	
G	mkClassFunction	.	
G	mkClassProcedure	.	
G	mkConstructor	.	
G	mkDestructor	.	
G	mkFunction	.	
G	mkOperatorOverload	.	
G	mkProcedure	.	
G	otSByte	.	
G	otSLong	.	
G	otSQWord	.	
G	otSWord	.	
G	otUByte	.	
G	otULong	.	
G	otUQWord	.	
G	otUWord	.	
G	pfAddress	.	
G	pfArray	.	
G	pfConst	.	
G	pfConstRef	.	
G	pfHidden	.	
G	pfHigh	.	
G	pfOut	.	
G	pfReference	.	
G	pfResult	.	
G	pfSelf	.	
G	pfVar	.	
G	pfVmt	.	
G	ptConst	.	
G	ptField	.	
G	ptStatic	.	
G	ptVirtual	.	
G	tkAString	.	
G	tkAny	.	
G	tkArray	.	
G	tkBool	.	
G	tkChar	.	
G	tkClass	.	
G	tkClassRef	.	
G	tkDynArray	.	
G	tkEnumeration	.	
G	tkFile	.	
G	tkFloat	.	
G	tkHelper	.	
G	tkInt64	.	
G	tkInteger	.	
G	tkInterface	.	
G	tkInterfaceRaw	.	
G	tkLString	.	
G	tkMethod	.	
G	tkMethods	.	
G	tkObject	.	
G	tkPointer	.	
G	tkProcVar	.	
G	tkProcedure	.	
G	tkProperties	.	
G	tkQWord	.	
G	tkRecord	.	
G	tkSString	.	
G	tkSet	.	
G	tkString	.	
G	tkUChar	.	
G	tkUString	.	
G	tkUnknown	.	
G	tkVariant	.	
G	tkWChar	.	
G	tkWString	.	
M	_alignmentdummy
M	a
M	aclass
M	addenumeratedaliases
M	address
M	aindex
M	akinds
M	alias
M	aliases
M	align
M	aligntoptr
M	amethod
M	aname
M	anames
M	and
M	ansichar
M	ansistring
M	array
M	arraydata
M	assigned
M	astartvalue
M	atypeinfo
M	avalue
M	b
M	basetype
M	basetyperef
M	begin
M	bitofs
M	bitpacked
M	boolean
M	brackets
M	byte
M	c
M	case
M	cc
M	char
M	checkvariantevent
M	class
M	classinfo
M	classref
M	classtab
M	classtype
M	code
M	codeaddress
M	codepage
M	codepointer
M	comp
M	comparetext
M	comptype
M	comptyperef
M	const
M	copy
M	copyarray
M	count
M	create
M	createfmt
M	currency
M	data
M	datasize
M	dec
M	default
M	delete
M	deprecated
M	dimcount
M	dims
M	dimsref
M	div
M	do
M	doinsertprop
M	double
M	dword
M	dynunitname
M	eargumentexception
M	el
M	elcount
M	elofs
M	els
M	else
M	elsize
M	eltype
M	eltype2
M	eltype2ref
M	eltyperef
M	end
M	entries
M	entry
M	enum1
M	enumeratedaliases
M	exceptaddr
M	exception
M	exceptobject
M	exit
M	extended
M	extendedinfo
M	extendedinforef
M	f
M	false
M	ff
M	ffff
M	field
M	fieldoffset
M	fields
M	fillchar
M	finally
M	flags
M	fldoffset
M	floatdouble
M	floatquad
M	floatsingle
M	floattype
M	for
M	fp
M	freemem
M	function
M	getbasetype
M	getcomptype
M	getdims
M	geteltype
M	geteltype2
M	getentry
M	getenumeratedaliases
M	getextendedinfo
M	getfield
M	getflags
M	gethelperparent
M	getiidstr
M	getinstancetype
M	getintfparent
M	getlocation
M	getmem
M	getmethod
M	getmethodtable
M	getname
M	getnext
M	getnextelement
M	getparam
M	getparamtype
M	getparentinfo
M	getpointerprop
M	getproc
M	getprop
M	getpropertytable
M	getproptype
M	getrawintfparent
M	getrecinitdata
M	getreference
M	getreftype
M	getregtype
M	getresultlocs
M	getresulttype
M	getshiftval
M	gettail
M	gettyperef
M	getunitname
M	guid
M	helperparent
M	helperparentref
M	helperprops
M	helperunit
M	hi
M	high
M	hp
M	i
M	if
M	iid
M	iidstr
M	iinterface
M	implementation
M	in
M	inc
M	index
M	indexofenumeratedaliases
M	info
M	inheritsfrom
M	initoffsetop
M	inline
M	insertprop
M	insertpropnosort
M	instance
M	instancetype
M	instancetyperef
M	int
M	int64
M	int8
M	integer
M	interface
M	intfflags
M	intfparent
M	intfparentref
M	intfunit
M	invalid
M	j
M	kind
M	l
M	length
M	lo
M	location
M	loctype
M	longbool
M	longint
M	longword
M	low
M	managedfieldcount
M	managedfldcount
M	managementop
M	managementoperator
M	max
M	maxint64value
M	maxlength
M	maxqwordvalue
M	maxvalue
M	message
M	method
M	methodkind
M	methodtable
M	minclass
M	minint64value
M	minqwordvalue
M	minvalue
M	mmx
M	mod
M	move
M	multimedia
M	multimediadouble
M	multimediasingle
M	multimediawhole
M	multimediax
M	multimediay
M	n
M	name
M	nameindex
M	namelist
M	nameptr
M	next
M	nil
M	none
M	not
M	obj
M	object
M	of
M	offset
M	or
M	ordinal
M	ordtype
M	out
M	p
M	packed
M	pansistring
M	paralocs
M	param
M	paramcount
M	paramflags
M	paramindex
M	paramlist
M	paramtype
M	paramtyperef
M	parent
M	parentinfo
M	parentinforef
M	pboolean
M	pbyte
M	pclass
M	pcodepointer
M	pcomp
M	pcurrency
M	pd
M	pdouble
M	pelementaliasarray
M	pextended
M	pi
M	pint64
M	pinteger
M	pinterface
M	pl
M	plongint
M	plongword
M	pmethod
M	pointer
M	ppointer
M	preferstrings
M	private
M	procedure
M	procsig
M	prop
M	propcount
M	property
M	propertytable
M	propinfo
M	proplist
M	propname
M	propprocs
M	proptyperef
M	ps
M	pshortint
M	pshortstring
M	psingle
M	psmallint
M	pt
M	ptd
M	pti
M	ptrint
M	ptruint
M	public
M	punicodestring
M	pv
M	pwidestring
M	pword
M	q
M	qword
M	raise
M	rawbytestring
M	rawintfflags
M	rawintfparent
M	rawintfparentref
M	rawintfunit
M	read
M	recinitdata
M	recinitinfo
M	record
M	recsize
M	reference
M	reftype
M	reftyperef
M	regnumber
M	regsub
M	regtype
M	rem
M	repeat
M	resarr
M	resourcestring
M	result
M	resultlocs
M	resulttype
M	resulttyperef
M	rtlconsts
M	rtticount
M	s
M	sametext
M	self
M	serrcannotreadproperty
M	serrcannotwritetoproperty
M	serrduplicateenumerated
M	serrinvalidenumeratedcount
M	serrnotanenumerated
M	serrnovariantsupport
M	serrpropertynotfound
M	serrunknownenumvalue
M	set
M	setdelim
M	setlength
M	setpointerprop
M	setproc
M	setsize
M	shiftval
M	shl
M	shortcomparetext
M	shortint
M	shortstring
M	shr
M	signed
M	single
M	size
M	sizeint
M	sizeof
M	sizeuint
M	smallint
M	sname
M	sorted
M	special
M	stacksize
M	storedproc
M	string
M	system
M	sysutils
M	t
M	tail
M	taligncheck
M	tbooleanfunc
M	tbooleanindexfunc
M	tclass
M	td
M	tdynarray
M	telementalias
M	telementaliasarray
M	templist
M	tenumeratedaliases
M	tenumeratedaliasesarray
M	terminator
M	tgetansistrproc
M	tgetansistrprocindex
M	tgetbyteproc
M	tgetbyteprocindex
M	tgetcurrencyproc
M	tgetcurrencyprocindex
M	tgetdoubleproc
M	tgetdoubleprocindex
M	tgetdynarrayproc
M	tgetdynarrayprocindex
M	tgetextendedproc
M	tgetextendedprocindex
M	tgetint64proc
M	tgetint64procindex
M	tgetintegerproc
M	tgetintegerprocindex
M	tgetinterfaceproc
M	tgetinterfaceprocindex
M	tgetmethodproc
M	tgetmethodprocindex
M	tgetpointerproc
M	tgetpointerprocindex
M	tgetrawbytestrproc
M	tgetrawbytestrprocindex
M	tgetshortstrproc
M	tgetshortstrprocindex
M	tgetsingleproc
M	tgetsingleprocindex
M	tgetunicodestrproc
M	tgetunicodestrprocindex
M	tgetwidestrproc
M	tgetwidestrprocindex
M	tgetwordproc
M	tgetwordprocindex
M	tguid
M	then
M	tinsertprop
M	tmethod
M	to
M	tobject
M	totalfieldcount
M	tp
M	true
M	trunc
M	try
M	tsetansistrproc
M	tsetansistrprocindex
M	tsetarr
M	tsetcurrencyproc
M	tsetcurrencyprocindex
M	tsetdoubleproc
M	tsetdoubleprocindex
M	tsetdynarrayproc
M	tsetdynarrayprocindex
M	tsetextendedproc
M	tsetextendedprocindex
M	tsetint64proc
M	tsetint64procindex
M	tsetintegerproc
M	tsetintegerprocindex
M	tsetintfstrproc
M	tsetintfstrprocindex
M	tsetmethodproc
M	tsetmethodprocindex
M	tsetpointerproc
M	tsetpointerprocindex
M	tsetrawbytestrproc
M	tsetrawbytestrprocindex
M	tsetshortstrproc
M	tsetshortstrprocindex
M	tsetsingleproc
M	tsetsingleprocindex
M	tsetunicodestrproc
M	tsetunicodestrprocindex
M	tsetwidestrproc
M	tsetwidestrprocindex
M	type
M	typeindex
M	typeinfo
M	typeinfoptr
M	typekind
M	typekinds
M	typeref
M	typerefref
M	typinfo
M	unicodestring
M	unit
M	unitname
M	unitnamefield
M	until
M	uses
M	v
M	value
M	valuearr
M	var
M	variant
M	vartype
M	w
M	while
M	widestring
M	with
M	word
U	character	strict
G	ConvertFromUtf32	.	
G	ConvertToUtf32	.	
G	GetNumericValue	.	
G	GetUnicodeCategory	.	
G	IsControl	.	
G	IsDigit	.	
G	IsHighSurrogate	.	
G	IsLetter	.	
G	IsLetterOrDigit	.	
G	IsLowSurrogate	.	
G	IsLower	.	
G	IsNumber	.	
G	IsPunctuation	.	
G	IsSeparator	.	
G	IsSurrogate	.	
G	IsSurrogatePair	.	
G	IsSymbol	.	
G	IsUpper	.	
G	IsWhiteSpace	.	
G	TCharacter	.	
G	TCharacterOption	.	
G	TCharacterOptions	.	
G	TUnicodeCategory	.	
G	TUnicodeCategorySet	.	
G	ToLower	.	
G	ToUpper	.	
M	acategory
M	achar
M	acharlength
M	ahighsurrogate
M	aindex
M	alowsurrogate
M	aoptions
M	astring
M	boolean
M	character
M	class
M	coignoreinvalidsequence
M	const
M	constructor
M	create
M	double
M	end
M	exceptaddr
M	exceptobject
M	function
M	inline
M	integer
M	interface
M	message
M	obj
M	of
M	out
M	overload
M	private
M	public
M	result
M	sealed
M	set
M	static
M	testcategory
M	type
M	ucclosepunctuation
M	uccombiningmark
M	ucconnectpunctuation
M	uccontrol
M	uccurrencysymbol
M	ucdashpunctuation
M	ucdecimalnumber
M	ucenclosingmark
M	ucfinalpunctuation
M	ucformat
M	ucinitialpunctuation
M	ucletternumber
M	uclineseparator
M	uclowercaseletter
M	ucmathsymbol
M	ucmodifierletter
M	ucmodifiersymbol
M	ucnonspacingmark
M	ucopenpunctuation
M	ucotherletter
M	ucothernumber
M	ucotherpunctuation
M	ucothersymbol
M	ucparagraphseparator
M	ucprivateuse
M	ucs4char
M	ucspaceseparator
M	ucsurrogate
M	uctitlecaseletter
M	ucunassigned
M	ucuppercaseletter
M	unicodechar
M	unicodedata
M	unicodestring
M	unit
M	uses
U	strings	strict
G	stralloc	.	
G	strcat	.	
G	strcomp	.	
G	strcopy	.	
G	strdispose	.	
G	strecopy	.	
G	strend	.	
G	stricomp	.	
G	stripos	.	
G	striscan	.	
G	strlcat	.	
G	strlcomp	.	
G	strlcopy	.	
G	strlen	.	
G	strlicomp	.	
G	strlower	.	
G	strmove	.	
G	strnew	.	
G	strpas	.	
G	strpcopy	.	
G	strpos	.	
G	strriscan	.	
G	strrscan	.	
G	strscan	.	
G	strupper	.	
M	c
M	char
M	const
M	d
M	dest
M	external
M	function
M	inline
M	interface
M	l
M	maxlen
M	name
M	overload
M	p
M	pchar
M	procedure
M	s
M	shortstring
M	sizeint
M	source
M	str1
M	str2
M	string
M	strings
M	unit
U	strutils	strict
G	AddChar	.	
G	AddCharR	.	
G	AnsiContainsStr	.	
G	AnsiContainsText	.	
G	AnsiEndsStr	.	
G	AnsiEndsText	.	
G	AnsiIndexStr	.	
G	AnsiIndexText	.	
G	AnsiLeftStr	.	
G	AnsiMatchStr	.	
G	AnsiMatchText	.	
G	AnsiMidStr	.	
G	AnsiProperCase	.	
G	AnsiReplaceStr	.	
G	AnsiReplaceText	.	
G	AnsiResemblesProc	.	
G	AnsiResemblesText	.	
G	AnsiReverseString	.	
G	AnsiRightStr	.	
G	AnsiStartsStr	.	
G	AnsiStartsText	.	
G	BinToHex	.	
G	Brackets	.	
G	ContainsStr	.	
G	ContainsText	.	
G	Copy2Space	.	
G	Copy2SpaceDel	.	
G	Copy2Symb	.	
G	Copy2SymbDel	.	
G	Dec2Numb	.	
G	DecodeSoundexInt	.	
G	DecodeSoundexWord	.	
G	DelChars	.	
G	DelSpace	.	
G	DelSpace1	.	
G	DigitChars	.	
G	DupeString	.	
G	EndsStr	.	
G	EndsText	.	
G	ExtractDelimited	.	
G	ExtractSubstr	.	
G	ExtractWord	.	
G	ExtractWordPos	.	
G	FindMatchesBoyerMooreCaseInSensitive	.	
G	FindMatchesBoyerMooreCaseSensitive	.	
G	FindPart	.	
G	GetCmdLineArg	.	
G	Hex2Dec	.	
G	Hex2Dec64	.	
G	HexToBin	.	
G	IfThen	.	
G	IndexStr	.	
G	IndexText	.	
G	IntToBin	.	
G	IntToRoman	.	
G	IsEmptyStr	.	
G	IsWild	.	
G	IsWordPresent	.	
G	LeftBStr	.	
G	LeftStr	.	
G	MatchStr	.	
G	MatchText	.	
G	MidBStr	.	
G	MidStr	.	
G	NPos	.	
G	NaturalCompareText	.	
G	Numb2Dec	.	
G	Numb2USA	.	
G	PadCenter	.	
G	PadLeft	.	
G	PadRight	.	
G	PosEx	.	
G	PosSet	.	
G	PosSetEx	.	
G	RPos	.	
G	RPosEx	.	
G	RandomFrom	.	
G	RemovePadChars	.	
G	RemoveTrailingChars	.	
G	Removeleadingchars	.	
G	ReplaceStr	.	
G	ReplaceText	.	
G	ResemblesProc	.	
G	ResemblesText	.	
G	ReverseString	.	
G	RightBStr	.	
G	RightStr	.	
G	RomanToInt	.	
G	RomanToIntDef	.	
G	SErrAmountStrings	.	
G	SInvalidRomanNumeral	.	
G	SearchBuf	.	
G	SizeIntArray	.	
G	Soundex	.	
G	SoundexCompare	.	
G	SoundexInt	.	
G	SoundexProc	.	
G	SoundexSimilar	.	
G	SoundexWord	.	
G	SplitCommandLine	.	
G	SplitString	.	
G	StartsStr	.	
G	StartsText	.	
G	StdSwitchChars	.	
G	StdWordDelims	.	
G	StringReplace	.	
G	StringsReplace	.	
G	StuffString	.	
G	TCompareTextProc	.	
G	TRawByteStringArray	.	
G	TRomanConversionStrictness	.	
G	TSoundexIntLength	.	
G	TSoundexLength	.	
G	TStringReplaceAlgorithm	.	
G	TStringSeachOption	.	
G	TStringSearchOption	.	
G	TStringSearchOptions	.	
G	TUnicodeStringArray	.	
G	Tab2Space	.	
G	TrimLeftSet	.	
G	TrimRightSet	.	
G	TrimSet	.	
G	TryRomanToInt	.	
G	WordCount	.	
G	WordDelimiters	.	
G	WordPosition	.	
G	XorDecode	.	
G	XorEncode	.	
G	XorString	.	
G	rcsDontCare	.	
G	rcsRelaxed	.	
G	rcsStrict	.	
G	soDown	.	
G	soMatchCase	.	
G	soWholeWord	.	
G	sraBoyerMoore	.	
G	sraDefault	.	
G	sraManySmall	.	
M	abytecount
M	abytestart
M	acount
M	adecseparator
M	adefault
M	afalse
M	afromtext
M	alength
M	algorithm
M	amatchall
M	amatches
M	ansistring
M	aother
M	array
M	astart
M	asubtext
M	atext
M	athousandseparator
M	atotext
M	atrue
M	avalue
M	avalues
M	base
M	binbuffer
M	binbufoffset
M	binbufsize
M	binvalue
M	boolean
M	buf
M	buflen
M	byte
M	c
M	cardinal
M	char
M	chr
M	const
M	count
M	cset
M	delimiters
M	delims
M	digits
M	emptychars
M	flags
M	function
M	helpwilds
M	hexbuffer
M	hexbufoffset
M	hexvalue
M	i
M	ignorecase
M	in
M	inline
M	inputstr
M	int64
M	integer
M	interface
M	key
M	len
M	longint
M	maxint
M	n
M	newpattern
M	numb
M	of
M	offs
M	offset
M	oldpattern
M	oldpatternsize
M	operator
M	options
M	out
M	overload
M	pansichar
M	pchar
M	pointer
M	pos
M	procedure
M	pwidechar
M	rawbytestring
M	resourcestring
M	result
M	s
M	s1
M	s2
